abbrName	ncbiID	fullName	strain	norank_491	norank_57678	norank_56615	norank_12663	norank_31632	norank_64187	isolate	varietas	subspecies	species	norank_600669	norank_44542	speciessubgroup	norank_2724161	norank_2724078	norank_2691594	norank_366617	norank_2724758	norank_2664420	norank_2730119	norank_2727852	norank_1433214	norank_2691586	norank_2720068	norank_2640012	speciesgroup	norank_44537	subgenus	genus	subtribe	norank_1304792	norank_1535325	norank_1113537	norank_1142503	tribe	norank_1648033	subfamily	norank_359160	norank_147370	family	norank_337687	norank_1912919	superfamily	norank_74971	norank_104431	norank_43741	norank_37567	norank_43738	parvorder	norank_480117	norank_480118	infraorder	norank_33351	norank_33349	norank_33347	suborder	norank_33343	order	norank_33083	norank_9263	norank_91836	norank_314147	norank_6970	norank_4734	superorder	norank_71275	norank_186626	norank_1437201	norank_1489908	norank_1437010	subcohort	norank_1489872	norank_91827	norank_9347	norank_123369	norank_123368	norank_123367	norank_123366	norank_123365	cohort	norank_186625	norank_1489341	infraclass	norank_32525	norank_71240	norank_4447	subclass	norank_1437183	norank_85512	class	norank_2692248	norank_2290931	norank_2283794	norank_404260	norank_715989	norank_2683659	norank_715962	norank_436492	norank_58024	norank_436491	norank_436489	norank_436486	norank_8492	norank_1329799	norank_32561	norank_8457	norank_32524	norank_78536	norank_58023	norank_716546	norank_3193	norank_32523	norank_1338369	superclass	norank_117571	norank_117570	norank_7776	norank_7742	subphylum	norank_197562	norank_197563	norank_716545	phylum	norank_2696291	norank_554915	norank_33630	norank_1206795	norank_112252	norank_2611352	norank_33634	norank_2697495	norank_2698737	norank_3208	norank_1935183	norank_1783275	norank_2611341	norank_1798711	norank_68336	norank_1783257	norank_33511	norank_88770	norank_1783272	norank_1783270	norank_1206794	norank_33317	subkingdom	norank_33213	norank_6072	kingdom	norank_999999001	norank_2559587	norank_999999005	norank_999999002	norank_999999003	norank_999999004	norank_33154	superkingdom	norank_131567	root
ncbi243231	243231	Geobacter sulfurreducens PCA	243231	243231	243231	243231	243231	243231	243231	243231	243231	243231	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	28231	28231	28231	28231	28231	28231	28231	28231	28231	28231	28231	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	68525	68525	68525	68525	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi243232	243232	Methanocaldococcus jannaschii DSM 2661	243232	243232	243232	243232	243232	243232	243232	243232	243232	243232	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	183939	183939	183939	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	2157	131567	1
ncbi243273	243273	Mycoplasma genitalium G37	243273	243273	243273	243273	243273	243273	243273	243273	243273	243273	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2093	2093	2093	2093	2093	2093	2093	2093	2093	2093	2093	2092	2092	2092	2092	2092	2092	2092	2092	2092	2092	2092	2092	2092	2092	2092	2092	2092	2092	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	544448	544448	544448	544448	544448	544448	544448	544448	544448	544448	544448	544448	544448	544448	544448	544448	544448	544448	544448	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	2	131567	1
ncbi243274	243274	Thermotoga maritima MSB8	243274	243274	243274	243274	243274	243274	243274	243274	243274	243274	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2335	2335	2335	2335	2335	2335	2335	2335	2335	2335	2335	188709	188709	188709	188709	188709	188709	188709	188709	188709	188709	188709	188709	188709	188709	188709	188709	188709	188709	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	2	131567	1
ncbi251221	251221	Gloeobacter violaceus PCC 7421	251221	251221	251221	251221	251221	251221	251221	251221	251221	251221	33072	33072	33072	33072	33072	33072	33072	33072	33072	33072	33072	33072	33072	33072	33072	33072	33072	33072	33072	33071	33071	33071	33071	33071	33071	33071	33071	33071	33071	33071	1890422	1890422	1890422	1890422	1890422	1890422	1890422	1890422	1890422	1890422	1890422	1890422	1890422	1890422	1890422	1890422	1890422	1890422	307595	307595	307595	307595	307595	307595	307595	307595	307595	307595	307595	307595	307595	307595	307595	307595	307595	307595	307595	307595	307595	307595	307595	307595	307595	307595	307595	307595	307595	307595	307595	307595	307596	307596	307596	307596	307596	307596	307596	307596	307596	307596	307596	307596	307596	307596	307596	307596	307596	307596	307596	307596	307596	307596	307596	307596	307596	307596	307596	307596	307596	307596	307596	307596	307596	1117	1117	1117	1117	1117	1117	1117	1117	1117	1117	1117	1117	1117	1117	1798711	1798711	1798711	1798711	1798711	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	2	131567	1
ncbi272561	272561	Chlamydia trachomatis D/UW-3/CX	272561	272561	272561	272561	272561	272561	272561	272561	272561	272561	813	813	813	813	813	813	813	813	813	813	813	813	813	813	813	813	813	813	813	810	810	810	810	1113537	1113537	1113537	1113537	1113537	1113537	1113537	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	51291	51291	51291	51291	51291	51291	51291	51291	51291	51291	51291	51291	51291	51291	51291	51291	51291	51291	51291	51291	51291	51291	51291	51291	51291	51291	51291	51291	51291	51291	51291	51291	204429	204429	204429	204429	204429	204429	204429	204429	204429	204429	204429	204429	204429	204429	204429	204429	204429	204429	204429	204429	204429	204429	204429	204429	204429	204429	204429	204429	204429	204429	204429	204429	204429	204428	204428	204428	204428	204428	204428	204428	204428	204428	204428	204428	204428	204428	204428	204428	204428	1783257	1783257	1783257	1783257	1783257	1783257	1783257	1783257	1783257	1783257	1783257	1783257	1783257	1783257	1783257	1783257	1783257	1783257	2	131567	1
ncbi27288	27288	Naumovozyma castellii	27288	27288	27288	27288	27288	27288	27288	27288	27288	27288	27288	27288	27288	27288	27288	27288	27288	27288	27288	27288	27288	27288	27288	27288	27288	27288	27288	27288	27288	278028	278028	278028	278028	278028	278028	278028	278028	278028	278028	278028	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	147537	147537	147537	716545	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	4751	4751	4751	999999005	999999005	999999005	999999005	33154	2759	131567	1
ncbi273057	273057	Saccharolobus solfataricus P2	273057	273057	273057	273057	273057	273057	273057	273057	273057	273057	2287	2287	2287	2287	2287	2287	2287	2287	2287	2287	2287	2287	2287	2287	2287	2287	2287	2287	2287	2100760	2100760	2100760	2100760	2100760	2100760	2100760	2100760	2100760	2100760	2100760	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	28889	28889	28889	28889	28889	28889	28889	28889	28889	28889	28889	28889	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	2157	131567	1
ncbi284591	284591	Yarrowia lipolytica CLIB122	284591	284591	284591	284591	284591	284591	284591	284591	284591	284591	4952	4952	4952	4952	4952	4952	4952	4952	4952	4952	4952	4952	4952	4952	4952	4952	4952	4952	4952	4951	4951	4951	4951	4951	4951	4951	4951	4951	4951	4951	34353	34353	34353	34353	34353	34353	34353	34353	34353	34353	34353	34353	34353	34353	34353	34353	34353	34353	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	147537	147537	147537	716545	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	4751	4751	4751	999999005	999999005	999999005	999999005	33154	2759	131567	1
ncbi284812	284812	Schizosaccharomyces pombe 972h-	284812	284812	284812	284812	284812	284812	284812	284812	284812	284812	4896	4896	4896	4896	4896	4896	4896	4896	4896	4896	4896	4896	4896	4896	4896	4896	4896	4896	4896	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4894	4894	4894	4894	4894	4894	4894	4894	4894	4894	4894	4894	4894	4894	4894	4894	4894	4894	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	451866	451866	451866	451866	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	4751	4751	4751	999999005	999999005	999999005	999999005	33154	2759	131567	1
ncbi286706	286706	Halyomorpha halys	286706	286706	286706	286706	286706	286706	286706	286706	286706	286706	286706	286706	286706	286706	286706	286706	286706	286706	286706	286706	286706	286706	286706	286706	286706	286706	286706	286706	286706	286705	286705	286705	286705	286705	286705	286705	286705	286710	286710	286710	160513	160513	160513	33358	33358	33358	33358	33358	33358	33358	33358	33358	33357	33351	33349	33347	33345	33343	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	33342	33342	33342	33340	33340	33340	33340	7496	7496	85512	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	6960	197562	197563	197563	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	88770	88770	88770	1206794	33317	33317	33213	6072	33208	999999001	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi289376	289376	Thermodesulfovibrio yellowstonii DSM 11347	289376	289376	289376	289376	289376	289376	289376	289376	289376	289376	28262	28262	28262	28262	28262	28262	28262	28262	28262	28262	28262	28262	28262	28262	28262	28262	28262	28262	28262	28261	28261	28261	28261	28261	28261	28261	28261	28261	28261	28261	189779	189779	189779	189779	189779	189779	189779	189779	189779	189779	189779	189779	189779	189779	189779	189779	189779	189779	189778	189778	189778	189778	189778	189778	189778	189778	189778	189778	189778	189778	189778	189778	189778	189778	189778	189778	189778	189778	189778	189778	189778	189778	189778	189778	189778	189778	189778	189778	189778	189778	203693	203693	203693	203693	203693	203693	203693	203693	203693	203693	203693	203693	203693	203693	203693	203693	203693	203693	203693	203693	203693	203693	203693	203693	203693	203693	203693	203693	203693	203693	203693	203693	203693	40117	40117	40117	40117	40117	40117	40117	40117	40117	40117	40117	40117	40117	40117	40117	40117	40117	40117	40117	40117	40117	40117	40117	40117	40117	40117	40117	40117	40117	40117	40117	40117	40117	40117	2	131567	1
ncbi3055	3055	Chlamydomonas reinhardtii	3055	3055	3055	3055	3055	3055	3055	3055	3055	3055	3055	3055	3055	3055	3055	3055	3055	3055	3055	3055	3055	3055	3055	3055	3055	3055	3055	3055	3055	3052	3052	3052	3052	3052	3052	3052	3052	3052	3052	3052	3051	3051	3051	3051	3051	3051	3051	3051	3051	3051	3051	3051	3051	3051	3051	3051	3051	3051	3042	3042	3042	3042	3042	3042	3042	3042	3042	3042	3042	3042	3042	3042	3042	3042	3042	3042	3042	3042	3042	3042	3042	3042	3042	3042	3042	3042	3042	3042	3042	3042	3166	2692248	2692248	2692248	2692248	2692248	2692248	2692248	2692248	2692248	2692248	2692248	2692248	2692248	2692248	2692248	2692248	2692248	2692248	2692248	2692248	2692248	2692248	2692248	2692248	2692248	2692248	2692248	2692248	2692248	2692248	2692248	2692248	3041	3041	3041	3041	3041	3041	3041	3041	3041	3041	3041	3041	3041	3041	3041	3041	3041	3041	3041	3041	3041	3041	3041	3041	3041	3041	33090	33090	33090	33090	33090	33090	33090	33090	2759	131567	1
ncbi319348	319348	Polypedilum vanderplanki	319348	319348	319348	319348	319348	319348	319348	319348	319348	319348	319348	319348	319348	319348	319348	319348	319348	319348	319348	319348	319348	319348	319348	319348	319348	319348	319348	319348	2056899	54968	54968	54968	54968	54968	54968	72530	72530	54970	54970	54970	7149	7149	7149	41828	41828	41828	41828	41828	41828	41828	41828	41828	43786	43786	43786	43786	7148	7148	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	33392	33392	33392	33340	33340	33340	33340	7496	7496	85512	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	6960	197562	197563	197563	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	88770	88770	88770	1206794	33317	33317	33213	6072	33208	999999001	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi321614	321614	Parastagonospora nodorum SN15	321614	321614	321614	321614	321614	321614	321614	321614	321614	321614	13684	13684	13684	13684	13684	13684	13684	13684	13684	13684	13684	13684	13684	13684	13684	13684	13684	13684	13684	1351751	1351751	1351751	1351751	1351751	1351751	1351751	1351751	1351751	1351751	1351751	5020	5020	5020	5020	5020	5020	5020	5020	5020	5020	5020	5020	5020	5020	5020	5020	715340	715340	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	451868	451868	451868	147541	147541	147541	147541	147541	147541	147541	715962	715962	715962	715962	715962	715962	715962	715962	715962	715962	715962	715962	715962	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	147538	147538	716545	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	4751	4751	4751	999999005	999999005	999999005	999999005	33154	2759	131567	1
ncbi3218	3218	Physcomitrella patens	3218	3218	3218	3218	3218	3218	3218	3218	3218	3218	3218	3218	3218	3218	3218	3218	3218	3218	3218	3218	3218	3218	3218	3218	3218	3218	3218	3218	3218	3217	3217	3217	3217	3217	3217	3217	3217	3217	3217	3217	3216	3216	3216	3216	3216	3216	3216	3216	3216	3216	3216	3216	3216	3216	3216	3216	3216	3216	3215	3215	3215	3215	3215	3215	3215	3215	3215	3215	3215	3215	3215	3215	3215	3215	3215	3215	3215	3215	3215	3215	3215	3215	3215	3215	3215	3215	3215	114656	114656	114656	3214	3214	3214	3214	404260	404260	404260	404260	404260	404260	404260	404260	404260	404260	404260	404260	404260	404260	404260	404260	404260	3193	3193	3193	3193	3193	3193	3193	3193	131221	131221	131221	131221	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	3208	3208	3208	3208	3208	3208	3208	3208	3208	3208	3208	3208	3208	3208	3208	3208	33090	33090	33090	33090	33090	33090	33090	33090	2759	131567	1
ncbi324602	324602	Chloroflexus aurantiacus J-10-fl	324602	324602	324602	324602	324602	324602	324602	324602	324602	324602	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1107	1107	1107	1107	1107	1107	1107	1107	1107	1107	1107	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1508594	1508594	32064	32064	32064	32064	32064	32064	32064	32064	32064	32064	32064	32064	32064	32064	32064	32064	32064	32064	32064	32064	32064	32064	32064	32064	32064	32064	32064	32064	32064	32064	32064	32064	32061	32061	32061	32061	32061	32061	32061	32061	32061	32061	32061	32061	32061	32061	32061	32061	32061	32061	32061	32061	32061	32061	32061	32061	32061	32061	32061	32061	32061	32061	32061	32061	32061	200795	200795	200795	200795	200795	200795	200795	200795	200795	200795	200795	200795	200795	200795	200795	200795	200795	200795	200795	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	2	131567	1
ncbi330879	330879	Aspergillus fumigatus Af293	330879	330879	330879	330879	330879	330879	330879	330879	330879	330879	746128	746128	746128	746128	746128	746128	746128	746128	746128	746128	746128	746128	746128	746128	746128	746128	746128	746128	2720872	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	451871	451871	451871	147545	147545	147545	147545	147545	147545	147545	147545	147545	147545	147545	147545	147545	147545	147545	147545	147545	147545	147545	147545	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	147538	147538	716545	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	4751	4751	4751	999999005	999999005	999999005	999999005	33154	2759	131567	1
